Primary County Coordinates;County;City;Year;Estimate
(41.6828528, -95.8169209);Harrison;MONDAMIN;2017;379.0
(42.3838803, -95.8169209);Harrison;DUNLAP;2017;971.0
(41.6828528, -95.8169209);Harrison;MISSOURI VALLEY;2017;2649.0
(41.6828528, -95.8169209);Harrison;LITTLE SIOUX;2017;164.0
(41.6828528, -95.8169209);Harrison;BALANCE OF HARRISON COUNTY;2017;6159.0
(41.6828528, -95.8169209);Harrison;PISGAH;2017;239.0
(41.6828528, -95.8169209);Harrison;BALANCE OF HARRISON COUNTY;2016;6118.0
(41.6828528, -95.8169209);Harrison;MODALE;2016;262.0
(41.6828528, -95.8169209);Harrison;MAGNOLIA;2016;174.0
(41.6828528, -95.8169209);Harrison;LOGAN;2016;1439.0
(41.6828528, -95.8169209);Harrison;PISGAH;2016;239.0
(41.6828528, -95.8169209);Harrison;PERSIA;2016;293.0
(41.6828528, -95.8169209);Harrison;WOODBINE;2016;1406.0
(42.3838803, -95.8169209);Harrison;DUNLAP;2016;967.0
(41.6828528, -95.8169209);Harrison;MONDAMIN;2016;372.0
(41.6828528, -95.8169209);Harrison;MISSOURI VALLEY;2016;2642.0
(41.6828528, -95.8169209);Harrison;LITTLE SIOUX;2016;160.0
(41.6828528, -95.8169209);Harrison;LITTLE SIOUX;2015;158.0
(41.6828528, -95.8169209);Harrison;BALANCE OF HARRISON COUNTY;2015;6141.0
(41.6828528, -95.8169209);Harrison;MODALE;2015;265.0
(41.6828528, -95.8169209);Harrison;MONDAMIN;2015;377.0
(41.6828528, -95.8169209);Harrison;WOODBINE;2015;1411.0
(41.6828528, -95.8169209);Harrison;PERSIA;2015;295.0
(41.6828528, -95.8169209);Harrison;MAGNOLIA;2015;174.0
(42.3838803, -95.8169209);Harrison;DUNLAP;2015;972.0
(41.6828528, -95.8169209);Harrison;MISSOURI VALLEY;2015;2665.0
(41.6828528, -95.8169209);Harrison;PISGAH;2015;239.0
(41.6828528, -95.8169209);Harrison;LOGAN;2015;1447.0
(41.6828528, -95.8169209);Harrison;MODALE;2014;272.0
(41.6828528, -95.8169209);Harrison;WOODBINE;2014;1427.0
(42.3838803, -95.8169209);Harrison;DUNLAP;2014;979.0
(41.6828528, -95.8169209);Harrison;MONDAMIN;2014;381.0
(41.6828528, -95.8169209);Harrison;PISGAH;2014;241.0
(41.6828528, -95.8169209);Harrison;PERSIA;2014;300.0
(41.6828528, -95.8169209);Harrison;MISSOURI VALLEY;2014;2684.0
(41.6828528, -95.8169209);Harrison;BALANCE OF HARRISON COUNTY;2014;6185.0
(41.6828528, -95.8169209);Harrison;MAGNOLIA;2014;176.0
(41.6828528, -95.8169209);Harrison;LOGAN;2014;1464.0
(41.6828528, -95.8169209);Harrison;LITTLE SIOUX;2014;160.0
(41.6828528, -95.8169209);Harrison;LOGAN;2013;1481.0
(41.6828528, -95.8169209);Harrison;WOODBINE;2013;1427.0
(41.6828528, -95.8169209);Harrison;PERSIA;2013;303.0
(41.6828528, -95.8169209);Harrison;MISSOURI VALLEY;2013;2698.0
(41.6828528, -95.8169209);Harrison;MONDAMIN;2013;384.0
(41.6828528, -95.8169209);Harrison;MAGNOLIA;2013;177.0
(41.6828528, -95.8169209);Harrison;LITTLE SIOUX;2013;161.0
(41.6828528, -95.8169209);Harrison;MODALE;2013;272.0
(41.6828528, -95.8169209);Harrison;BALANCE OF HARRISON COUNTY;2013;6215.0
(41.6828528, -95.8169209);Harrison;PISGAH;2013;242.0
(42.3838803, -95.8169209);Harrison;DUNLAP;2013;997.0
(41.6828528, -95.8169209);Harrison;LITTLE SIOUX;2012;163.0
(41.6828528, -95.8169209);Harrison;LOGAN;2012;1480.0
(41.6828528, -95.8169209);Harrison;MAGNOLIA;2012;177.0
(41.6828528, -95.8169209);Harrison;BALANCE OF HARRISON COUNTY;2012;6262.0
(41.6828528, -95.8169209);Harrison;PISGAH;2012;244.0
(41.6828528, -95.8169209);Harrison;WOODBINE;2012;1433.0
(42.3838803, -95.8169209);Harrison;DUNLAP;2012;1015.0
(41.6828528, -95.8169209);Harrison;MODALE;2012;277.0
(41.6828528, -95.8169209);Harrison;MISSOURI VALLEY;2012;2727.0
(41.6828528, -95.8169209);Harrison;PERSIA;2012;306.0
(41.6828528, -95.8169209);Harrison;MONDAMIN;2012;391.0
(41.6828528, -95.8169209);Harrison;PISGAH;2011;248.0
(41.6828528, -95.8169209);Harrison;BALANCE OF HARRISON COUNTY;2011;6371.0
(42.3838803, -95.8169209);Harrison;DUNLAP;2011;1027.0
(41.6828528, -95.8169209);Harrison;WOODBINE;2011;1467.0
(41.6828528, -95.8169209);Harrison;MONDAMIN;2011;399.0
(41.6828528, -95.8169209);Harrison;MAGNOLIA;2011;181.0
(41.6828528, -95.8169209);Harrison;LITTLE SIOUX;2011;168.0
(41.6828528, -95.8169209);Harrison;MISSOURI VALLEY;2011;2794.0
(41.6828528, -95.8169209);Harrison;PERSIA;2011;315.0
(41.6828528, -95.8169209);Harrison;LOGAN;2011;1513.0
(41.6828528, -95.8169209);Harrison;MODALE;2011;281.0
(41.6828528, -95.8169209);Harrison;WOODBINE;2010;1482.0
(41.6828528, -95.8169209);Harrison;LITTLE SIOUX;2010;170.0
(41.6828528, -95.8169209);Harrison;MODALE;2010;282.0
(41.6828528, -95.8169209);Harrison;LOGAN;2010;1531.0
(42.3838803, -95.8169209);Harrison;DUNLAP;2010;1040.0
(41.6828528, -95.8169209);Harrison;BALANCE OF HARRISON COUNTY;2010;6421.0
(41.6828528, -95.8169209);Harrison;PERSIA;2010;318.0
(41.6828528, -95.8169209);Harrison;PISGAH;2010;250.0
(41.6828528, -95.8169209);Harrison;MONDAMIN;2010;401.0
(41.6828528, -95.8169209);Harrison;MAGNOLIA;2010;183.0
(41.6828528, -95.8169209);Harrison;MISSOURI VALLEY;2010;2831.0
(41.6828528, -95.8169209);Harrison;MONDAMIN;2010;402.0
(41.6828528, -95.8169209);Harrison;PISGAH;2010;251.0
(41.6828528, -95.8169209);Harrison;BALANCE OF HARRISON COUNTY;2010;6447.0
(41.6828528, -95.8169209);Harrison;MAGNOLIA;2010;183.0
(41.6828528, -95.8169209);Harrison;MODALE;2010;283.0
(41.6828528, -95.8169209);Harrison;LITTLE SIOUX;2010;170.0
(42.3838803, -95.8169209);Harrison;DUNLAP;2010;1042.0
(41.6828528, -95.8169209);Harrison;MISSOURI VALLEY;2010;2838.0
(41.6828528, -95.8169209);Harrison;LOGAN;2010;1534.0
(41.6828528, -95.8169209);Harrison;WOODBINE;2010;1459.0
(41.6828528, -95.8169209);Harrison;PERSIA;2010;319.0
(40.9879383, -91.5445241);Henry;HILLSBORO;2017;178.0
(40.9879383, -91.5445241);Henry;MOUNT PLEASANT;2017;8497.0
(40.9879383, -91.5445241);Henry;WINFIELD;2017;1105.0
(40.9879383, -91.5445241);Henry;NEW LONDON;2017;1857.0
(40.9879383, -91.5445241);Henry;OLDS;2017;226.0
(40.9879383, -91.5445241);Henry;BALANCE OF HENRY COUNTY;2017;6305.0
(40.9879383, -91.5445241);Henry;MOUNT UNION;2017;107.0
(41.6828528, -91.5445241);Henry;COPPOCK;2017;29.0
(40.9879383, -91.5445241);Henry;SALEM;2017;382.0
(40.9879383, -91.5445241);Henry;WESTWOOD;2017;109.0
(40.9879383, -91.5445241);Henry;WAYLAND;2017;952.0
(40.9879383, -91.5445241);Henry;ROME;2017;116.0
(40.9879383, -91.5445241);Henry;ROME;2016;117.0
(40.9879383, -91.5445241);Henry;BALANCE OF HENRY COUNTY;2016;6282.0
(40.9879383, -91.5445241);Henry;HILLSBORO;2016;178.0
(40.9879383, -91.5445241);Henry;SALEM;2016;380.0
(40.9879383, -91.5445241);Henry;MOUNT UNION;2016;105.0
(40.9879383, -91.5445241);Henry;NEW LONDON;2016;1854.0
(40.9879383, -91.5445241);Henry;WAYLAND;2016;950.0
(40.9879383, -91.5445241);Henry;MOUNT PLEASANT;2016;8464.0
(40.9879383, -91.5445241);Henry;OLDS;2016;226.0
(40.9879383, -91.5445241);Henry;WINFIELD;2016;1107.0
(40.9879383, -91.5445241);Henry;WESTWOOD;2016;109.0
(41.6828528, -91.5445241);Henry;COPPOCK;2016;29.0
(40.9879383, -91.5445241);Henry;MOUNT UNION;2015;106.0
(40.9879383, -91.5445241);Henry;SALEM;2015;382.0
(40.9879383, -91.5445241);Henry;WESTWOOD;2015;110.0
(40.9879383, -91.5445241);Henry;BALANCE OF HENRY COUNTY;2015;6318.0
(40.9879383, -91.5445241);Henry;WINFIELD;2015;1127.0
(40.9879383, -91.5445241);Henry;MOUNT PLEASANT;2015;8404.0
(40.9879383, -91.5445241);Henry;HILLSBORO;2015;180.0
(40.9879383, -91.5445241);Henry;NEW LONDON;2015;1867.0
(40.9879383, -91.5445241);Henry;OLDS;2015;228.0
(40.9879383, -91.5445241);Henry;ROME;2015;118.0
(40.9879383, -91.5445241);Henry;WAYLAND;2015;953.0
(41.6828528, -91.5445241);Henry;COPPOCK;2015;30.0
(40.9879383, -91.5445241);Henry;MOUNT UNION;2014;106.0
(40.9879383, -91.5445241);Henry;WINFIELD;2014;1135.0
(40.9879383, -91.5445241);Henry;SALEM;2014;382.0
(40.9879383, -91.5445241);Henry;BALANCE OF HENRY COUNTY;2014;6318.0
(41.6828528, -91.5445241);Henry;COPPOCK;2014;30.0
(40.9879383, -91.5445241);Henry;HILLSBORO;2014;180.0
(40.9879383, -91.5445241);Henry;MOUNT PLEASANT;2014;8384.0
(40.9879383, -91.5445241);Henry;NEW LONDON;2014;1869.0
(40.9879383, -91.5445241);Henry;ROME;2014;116.0
(40.9879383, -91.5445241);Henry;WESTWOOD;2014;111.0
(40.9879383, -91.5445241);Henry;WAYLAND;2014;960.0
(40.9879383, -91.5445241);Henry;OLDS;2014;229.0
(40.9879383, -91.5445241);Henry;ROME;2013;116.0
(40.9879383, -91.5445241);Henry;WINFIELD;2013;1139.0
(40.9879383, -91.5445241);Henry;NEW LONDON;2013;1878.0
(40.9879383, -91.5445241);Henry;WAYLAND;2013;966.0
(40.9879383, -91.5445241);Henry;MOUNT PLEASANT;2013;8562.0
(40.9879383, -91.5445241);Henry;BALANCE OF HENRY COUNTY;2013;6318.0
(40.9879383, -91.5445241);Henry;WESTWOOD;2013;112.0
(40.9879383, -91.5445241);Henry;OLDS;2013;230.0
(40.9879383, -91.5445241);Henry;MOUNT UNION;2013;107.0
(40.9879383, -91.5445241);Henry;HILLSBORO;2013;179.0
(41.6828528, -91.5445241);Henry;COPPOCK;2013;30.0
(40.9879383, -91.5445241);Henry;SALEM;2013;383.0
(40.9879383, -91.5445241);Henry;MOUNT PLEASANT;2012;8563.0
(40.9879383, -91.5445241);Henry;ROME;2012;116.0
(41.6828528, -91.5445241);Henry;COPPOCK;2012;30.0
(40.9879383, -91.5445241);Henry;NEW LONDON;2012;1880.0
(40.9879383, -91.5445241);Henry;HILLSBORO;2012;179.0
(40.9879383, -91.5445241);Henry;WESTWOOD;2012;111.0
(40.9879383, -91.5445241);Henry;BALANCE OF HENRY COUNTY;2012;6297.0
(40.9879383, -91.5445241);Henry;WINFIELD;2012;1138.0
(40.9879383, -91.5445241);Henry;SALEM;2012;381.0
(40.9879383, -91.5445241);Henry;WAYLAND;2012;956.0
(40.9879383, -91.5445241);Henry;MOUNT UNION;2012;106.0
(40.9879383, -91.5445241);Henry;OLDS;2012;232.0
(40.9879383, -91.5445241);Henry;ROME;2011;117.0
(40.9879383, -91.5445241);Henry;HILLSBORO;2011;180.0
(40.9879383, -91.5445241);Henry;MOUNT UNION;2011;107.0
(40.9879383, -91.5445241);Henry;WINFIELD;2011;1140.0
(40.9879383, -91.5445241);Henry;WAYLAND;2011;967.0
(40.9879383, -91.5445241);Henry;MOUNT PLEASANT;2011;8729.0
(41.6828528, -91.5445241);Henry;COPPOCK;2011;30.0
(40.9879383, -91.5445241);Henry;NEW LONDON;2011;1893.0
(40.9879383, -91.5445241);Henry;WESTWOOD;2011;112.0
(40.9879383, -91.5445241);Henry;OLDS;2011;232.0
(40.9879383, -91.5445241);Henry;SALEM;2011;384.0
(40.9879383, -91.5445241);Henry;BALANCE OF HENRY COUNTY;2011;6342.0
(40.9879383, -91.5445241);Henry;WESTWOOD;2010;112.0
(40.9879383, -91.5445241);Henry;NEW LONDON;2010;1892.0
(40.9879383, -91.5445241);Henry;ROME;2010;117.0
(40.9879383, -91.5445241);Henry;WAYLAND;2010;965.0
(40.9879383, -91.5445241);Henry;MOUNT UNION;2010;107.0
(40.9879383, -91.5445241);Henry;WINFIELD;2010;1131.0
(41.6828528, -91.5445241);Henry;COPPOCK;2010;30.0
(40.9879383, -91.5445241);Henry;MOUNT PLEASANT;2010;8652.0
(40.9879383, -91.5445241);Henry;SALEM;2010;382.0
(40.9879383, -91.5445241);Henry;BALANCE OF HENRY COUNTY;2010;6308.0
(40.9879383, -91.5445241);Henry;HILLSBORO;2010;179.0
(40.9879383, -91.5445241);Henry;OLDS;2010;228.0
(40.9879383, -91.5445241);Henry;NEW LONDON;2010;1897.0
(40.9879383, -91.5445241);Henry;MOUNT PLEASANT;2010;8668.0
(40.9879383, -91.5445241);Henry;SALEM;2010;383.0
(40.9879383, -91.5445241);Henry;HILLSBORO;2010;180.0
(40.9879383, -91.5445241);Henry;WAYLAND;2010;966.0
(40.9879383, -91.5445241);Henry;OLDS;2010;229.0
(40.9879383, -91.5445241);Henry;WINFIELD;2010;1134.0
(41.6828528, -91.5445241);Henry;COPPOCK;2010;30.0
(40.9879383, -91.5445241);Henry;ROME;2010;117.0
(40.9879383, -91.5445241);Henry;MOUNT UNION;2010;107.0
(40.9879383, -91.5445241);Henry;BALANCE OF HENRY COUNTY;2010;6322.0
(40.9879383, -91.5445241);Henry;WESTWOOD;2010;112.0
(40.9879383, -92.3171989);Howard;CHESTER;2017;121.0
(43.3567673, -92.3171989);Howard;BALANCE OF HOWARD COUNTY;2017;3762.0
(43.3567673, -92.3171989);Howard;ELMA;2017;527.0
(43.3567673, -92.3171989);Howard;LIME SPRINGS;2017;479.0
(43.3567673, -92.3171989);Howard;RICEVILLE;2017;312.0
(43.3567673, -92.3171989);Howard;CRESCO;2017;3776.0
(43.3567673, -92.3171989);Howard;PROTIVIN;2017;251.0
(43.3567673, -92.3171989);Howard;LIME SPRINGS;2016;483.0
(43.3567673, -92.3171989);Howard;ELMA;2016;530.0
(43.3567673, -92.3171989);Howard;PROTIVIN;2016;254.0
(43.3567673, -92.3171989);Howard;CRESCO;2016;3782.0
(40.9879383, -92.3171989);Howard;CHESTER;2016;121.0
(43.3567673, -92.3171989);Howard;BALANCE OF HOWARD COUNTY;2016;3786.0
(43.3567673, -92.3171989);Howard;RICEVILLE;2016;316.0
(43.3567673, -92.3171989);Howard;ELMA;2015;536.0
(43.3567673, -92.3171989);Howard;LIME SPRINGS;2015;487.0
(43.3567673, -92.3171989);Howard;BALANCE OF HOWARD COUNTY;2015;3808.0
(43.3567673, -92.3171989);Howard;CRESCO;2015;3792.0
(43.3567673, -92.3171989);Howard;RICEVILLE;2015;315.0
(40.9879383, -92.3171989);Howard;CHESTER;2015;122.0
(43.3567673, -92.3171989);Howard;PROTIVIN;2015;255.0
(43.3567673, -92.3171989);Howard;PROTIVIN;2014;256.0
(43.3567673, -92.3171989);Howard;CRESCO;2014;3807.0
(40.9879383, -92.3171989);Howard;CHESTER;2014;122.0
(43.3567673, -92.3171989);Howard;BALANCE OF HOWARD COUNTY;2014;3827.0
(43.3567673, -92.3171989);Howard;RICEVILLE;2014;314.0
(43.3567673, -92.3171989);Howard;ELMA;2014;537.0
(43.3567673, -92.3171989);Howard;LIME SPRINGS;2014;489.0
(43.3567673, -92.3171989);Howard;PROTIVIN;2013;258.0
(43.3567673, -92.3171989);Howard;CRESCO;2013;3833.0
(43.3567673, -92.3171989);Howard;ELMA;2013;535.0
(43.3567673, -92.3171989);Howard;BALANCE OF HOWARD COUNTY;2013;3877.0
(43.3567673, -92.3171989);Howard;LIME SPRINGS;2013;494.0
(43.3567673, -92.3171989);Howard;RICEVILLE;2013;314.0
(40.9879383, -92.3171989);Howard;CHESTER;2013;125.0
(43.3567673, -92.3171989);Howard;LIME SPRINGS;2012;502.0
(43.3567673, -92.3171989);Howard;CRESCO;2012;3872.0
(43.3567673, -92.3171989);Howard;ELMA;2012;546.0
(40.9879383, -92.3171989);Howard;CHESTER;2012;127.0
(43.3567673, -92.3171989);Howard;PROTIVIN;2012;261.0
(43.3567673, -92.3171989);Howard;BALANCE OF HOWARD COUNTY;2012;3921.0
(43.3567673, -92.3171989);Howard;RICEVILLE;2012;317.0
(43.3567673, -92.3171989);Howard;RICEVILLE;2011;317.0
(43.3567673, -92.3171989);Howard;BALANCE OF HOWARD COUNTY;2011;3915.0
(43.3567673, -92.3171989);Howard;LIME SPRINGS;2011;501.0
(43.3567673, -92.3171989);Howard;ELMA;2011;550.0
(43.3567673, -92.3171989);Howard;CRESCO;2011;3872.0
(43.3567673, -92.3171989);Howard;PROTIVIN;2011;261.0
(40.9879383, -92.3171989);Howard;CHESTER;2011;127.0
(43.3567673, -92.3171989);Howard;PROTIVIN;2010;262.0
(40.9879383, -92.3171989);Howard;CHESTER;2010;127.0
(43.3567673, -92.3171989);Howard;RICEVILLE;2010;318.0
(43.3567673, -92.3171989);Howard;CRESCO;2010;3869.0
(43.3567673, -92.3171989);Howard;LIME SPRINGS;2010;505.0
(43.3567673, -92.3171989);Howard;BALANCE OF HOWARD COUNTY;2010;3941.0
(43.3567673, -92.3171989);Howard;ELMA;2010;548.0
(43.3567673, -92.3171989);Howard;ELMA;2010;546.0
(43.3567673, -92.3171989);Howard;PROTIVIN;2010;262.0
(43.3567673, -92.3171989);Howard;RICEVILLE;2010;318.0
(43.3567673, -92.3171989);Howard;CRESCO;2010;3868.0
(43.3567673, -92.3171989);Howard;LIME SPRINGS;2010;505.0
(40.9879383, -92.3171989);Howard;CHESTER;2010;127.0
(43.3567673, -92.3171989);Howard;BALANCE OF HOWARD COUNTY;2010;3940.0
(42.7764686, -94.2071868);Humboldt;DAKOTA CITY;2017;816.0
(43.3567673, -94.2071868);Humboldt;BODE;2017;290.0
(42.7764686, -94.2071868);Humboldt;OTTOSEN;2017;37.0
(42.7764686, -94.2071868);Humboldt;LU VERNE;2017;35.0
(42.7764686, -94.2071868);Humboldt;LIVERMORE;2017;363.0
(42.7764686, -94.2071868);Humboldt;PIONEER;2017;22.0
(42.7764686, -94.2071868);Humboldt;HUMBOLDT;2017;4597.0
(42.7764686, -94.2071868);Humboldt;HARDY;2017;42.0
(42.7764686, -94.2071868);Humboldt;THOR;2017;179.0
(42.7764686, -94.2071868);Humboldt;RENWICK;2017;265.0
(42.7764686, -94.2071868);Humboldt;BALANCE OF HUMBOLDT COUNTY;2017;2447.0
(42.7764686, -94.2071868);Humboldt;BRADGATE;2017;83.0
(42.7764686, -94.2071868);Humboldt;RUTLAND;2017;123.0
(42.7764686, -94.2071868);Humboldt;GILMORE CITY;2017;265.0
(42.7764686, -94.2071868);Humboldt;LU VERNE;2016;35.0
(42.7764686, -94.2071868);Humboldt;GILMORE CITY;2016;270.0
(42.7764686, -94.2071868);Humboldt;HUMBOLDT;2016;4573.0
(42.7764686, -94.2071868);Humboldt;OTTOSEN;2016;37.0
(42.7764686, -94.2071868);Humboldt;LIVERMORE;2016;366.0
(42.7764686, -94.2071868);Humboldt;THOR;2016;179.0
(43.3567673, -94.2071868);Humboldt;BODE;2016;289.0
(42.7764686, -94.2071868);Humboldt;BALANCE OF HUMBOLDT COUNTY;2016;2434.0
(42.7764686, -94.2071868);Humboldt;DAKOTA CITY;2016;811.0
(42.7764686, -94.2071868);Humboldt;HARDY;2016;45.0
(42.7764686, -94.2071868);Humboldt;RUTLAND;2016;123.0
(42.7764686, -94.2071868);Humboldt;BRADGATE;2016;83.0
(42.7764686, -94.2071868);Humboldt;PIONEER;2016;22.0
(42.7764686, -94.2071868);Humboldt;RENWICK;2016;264.0
(42.7764686, -94.2071868);Humboldt;HUMBOLDT;2015;4577.0
(42.7764686, -94.2071868);Humboldt;OTTOSEN;2015;37.0
(42.7764686, -94.2071868);Humboldt;GILMORE CITY;2015;273.0
(42.7764686, -94.2071868);Humboldt;THOR;2015;179.0
(42.7764686, -94.2071868);Humboldt;BALANCE OF HUMBOLDT COUNTY;2015;2431.0
(42.7764686, -94.2071868);Humboldt;DAKOTA CITY;2015;811.0
(42.7764686, -94.2071868);Humboldt;BRADGATE;2015;83.0
(42.7764686, -94.2071868);Humboldt;PIONEER;2015;22.0
(42.7764686, -94.2071868);Humboldt;HARDY;2015;45.0
(42.7764686, -94.2071868);Humboldt;RENWICK;2015;270.0
(42.7764686, -94.2071868);Humboldt;RUTLAND;2015;123.0
(43.3567673, -94.2071868);Humboldt;BODE;2015;290.0
(42.7764686, -94.2071868);Humboldt;LU VERNE;2015;35.0
(42.7764686, -94.2071868);Humboldt;LIVERMORE;2015;368.0
(42.7764686, -94.2071868);Humboldt;LIVERMORE;2014;372.0
(42.7764686, -94.2071868);Humboldt;BALANCE OF HUMBOLDT COUNTY;2014;2465.0
(42.7764686, -94.2071868);Humboldt;THOR;2014;182.0
(42.7764686, -94.2071868);Humboldt;BRADGATE;2014;84.0
(42.7764686, -94.2071868);Humboldt;DAKOTA CITY;2014;822.0
(42.7764686, -94.2071868);Humboldt;PIONEER;2014;23.0
(42.7764686, -94.2071868);Humboldt;RUTLAND;2014;125.0
(42.7764686, -94.2071868);Humboldt;OTTOSEN;2014;42.0
(42.7764686, -94.2071868);Humboldt;HUMBOLDT;2014;4614.0
(43.3567673, -94.2071868);Humboldt;BODE;2014;296.0
(42.7764686, -94.2071868);Humboldt;RENWICK;2014;239.0
(42.7764686, -94.2071868);Humboldt;HARDY;2014;46.0
(42.7764686, -94.2071868);Humboldt;LU VERNE;2014;35.0
(42.7764686, -94.2071868);Humboldt;GILMORE CITY;2014;279.0
(43.3567673, -94.2071868);Humboldt;BODE;2013;298.0
(42.7764686, -94.2071868);Humboldt;RUTLAND;2013;124.0
(42.7764686, -94.2071868);Humboldt;THOR;2013;183.0
(42.7764686, -94.2071868);Humboldt;HUMBOLDT;2013;4625.0
(42.7764686, -94.2071868);Humboldt;PIONEER;2013;23.0
(42.7764686, -94.2071868);Humboldt;RENWICK;2013;237.0
(42.7764686, -94.2071868);Humboldt;GILMORE CITY;2013;282.0
(42.7764686, -94.2071868);Humboldt;DAKOTA CITY;2013;829.0
(42.7764686, -94.2071868);Humboldt;HARDY;2013;46.0
(42.7764686, -94.2071868);Humboldt;LIVERMORE;2013;377.0
(42.7764686, -94.2071868);Humboldt;BRADGATE;2013;85.0
(42.7764686, -94.2071868);Humboldt;LU VERNE;2013;35.0
(42.7764686, -94.2071868);Humboldt;BALANCE OF HUMBOLDT COUNTY;2013;2480.0
(42.7764686, -94.2071868);Humboldt;OTTOSEN;2013;42.0
(42.7764686, -94.2071868);Humboldt;LIVERMORE;2012;379.0
(42.7764686, -94.2071868);Humboldt;LU VERNE;2012;36.0
(43.3567673, -94.2071868);Humboldt;BODE;2012;299.0
(42.7764686, -94.2071868);Humboldt;DAKOTA CITY;2012;835.0
(42.7764686, -94.2071868);Humboldt;BRADGATE;2012;85.0
(42.7764686, -94.2071868);Humboldt;PIONEER;2012;23.0
(42.7764686, -94.2071868);Humboldt;OTTOSEN;2012;42.0
(42.7764686, -94.2071868);Humboldt;HUMBOLDT;2012;4649.0
(42.7764686, -94.2071868);Humboldt;BALANCE OF HUMBOLDT COUNTY;2012;2495.0
(42.7764686, -94.2071868);Humboldt;RENWICK;2012;238.0
(42.7764686, -94.2071868);Humboldt;RUTLAND;2012;127.0
(42.7764686, -94.2071868);Humboldt;GILMORE CITY;2012;280.0
(42.7764686, -94.2071868);Humboldt;HARDY;2012;47.0
(42.7764686, -94.2071868);Humboldt;THOR;2012;184.0
(42.7764686, -94.2071868);Humboldt;BALANCE OF HUMBOLDT COUNTY;2011;2506.0
(42.7764686, -94.2071868);Humboldt;THOR;2011;185.0
(42.7764686, -94.2071868);Humboldt;GILMORE CITY;2011;280.0
(42.7764686, -94.2071868);Humboldt;LIVERMORE;2011;380.0
(43.3567673, -94.2071868);Humboldt;BODE;2011;301.0
(42.7764686, -94.2071868);Humboldt;RUTLAND;2011;125.0
(42.7764686, -94.2071868);Humboldt;HARDY;2011;47.0
(42.7764686, -94.2071868);Humboldt;OTTOSEN;2011;55.0
(42.7764686, -94.2071868);Humboldt;HUMBOLDT;2011;4675.0
(42.7764686, -94.2071868);Humboldt;PIONEER;2011;23.0
(42.7764686, -94.2071868);Humboldt;RENWICK;2011;241.0
(42.7764686, -94.2071868);Humboldt;DAKOTA CITY;2011;839.0
(42.7764686, -94.2071868);Humboldt;BRADGATE;2011;86.0
(42.7764686, -94.2071868);Humboldt;LU VERNE;2011;36.0
(42.7764686, -94.2071868);Humboldt;PIONEER;2010;23.0
(42.7764686, -94.2071868);Humboldt;HUMBOLDT;2010;4679.0
(42.7764686, -94.2071868);Humboldt;LU VERNE;2010;36.0
(42.7764686, -94.2071868);Humboldt;THOR;2010;186.0
(42.7764686, -94.2071868);Humboldt;HARDY;2010;47.0
(42.7764686, -94.2071868);Humboldt;BRADGATE;2010;86.0
(42.7764686, -94.2071868);Humboldt;LIVERMORE;2010;383.0
(42.7764686, -94.2071868);Humboldt;DAKOTA CITY;2010;841.0
(43.3567673, -94.2071868);Humboldt;BODE;2010;301.0
(42.7764686, -94.2071868);Humboldt;OTTOSEN;2010;55.0
(42.7764686, -94.2071868);Humboldt;RENWICK;2010;241.0
(42.7764686, -94.2071868);Humboldt;GILMORE CITY;2010;280.0
(42.7764686, -94.2071868);Humboldt;RUTLAND;2010;126.0
(42.7764686, -94.2071868);Humboldt;BALANCE OF HUMBOLDT COUNTY;2010;2508.0
(42.7764686, -94.2071868);Humboldt;BRADGATE;2010;86.0
(42.7764686, -94.2071868);Humboldt;HUMBOLDT;2010;4690.0
(42.7764686, -94.2071868);Humboldt;GILMORE CITY;2010;281.0
(42.7764686, -94.2071868);Humboldt;THOR;2010;186.0
(42.7764686, -94.2071868);Humboldt;RUTLAND;2010;126.0
(42.7764686, -94.2071868);Humboldt;DAKOTA CITY;2010;843.0
(42.7764686, -94.2071868);Humboldt;PIONEER;2010;23.0
(42.7764686, -94.2071868);Humboldt;RENWICK;2010;242.0
(42.7764686, -94.2071868);Humboldt;LIVERMORE;2010;384.0
(42.7764686, -94.2071868);Humboldt;OTTOSEN;2010;55.0
(42.7764686, -94.2071868);Humboldt;HARDY;2010;47.0
(42.7764686, -94.2071868);Humboldt;LU VERNE;2010;36.0
(43.3567673, -94.2071868);Humboldt;BODE;2010;302.0
(42.7764686, -94.2071868);Humboldt;BALANCE OF HUMBOLDT COUNTY;2010;2514.0
(42.3868747, -95.5134962);Ida;BATTLE CREEK;2017;690.0
(42.3868747, -95.5134962);Ida;GALVA;2017;418.0
(42.7764686, -95.5134962);Ida;ARTHUR;2017;195.0
(42.3868747, -95.5134962);Ida;HOLSTEIN;2017;1364.0
(42.3868747, -95.5134962);Ida;IDA GROVE;2017;2066.0
(42.3868747, -95.5134962);Ida;BALANCE OF IDA COUNTY;2017;2132.0
(42.3868747, -95.5134962);Ida;GALVA;2016;426.0
(42.7764686, -95.5134962);Ida;ARTHUR;2016;198.0
(42.3868747, -95.5134962);Ida;BALANCE OF IDA COUNTY;2016;2156.0
(42.3868747, -95.5134962);Ida;HOLSTEIN;2016;1381.0
(42.3868747, -95.5134962);Ida;BATTLE CREEK;2016;699.0
(42.3868747, -95.5134962);Ida;IDA GROVE;2016;2097.0
(42.3868747, -95.5134962);Ida;IDA GROVE;2015;2102.0
(42.7764686, -95.5134962);Ida;ARTHUR;2015;199.0
