County;Year;Month;Volume per capita;County Coordinates
Carroll;2014;7;0.22677498;(42.0362382, -94.8605593)
Cass;2014;7;0.121372256;(41.3314876, -94.9278266)
Cedar;2014;7;0.06049405;(41.7723207, -91.1324125)
Cerro Gordo;2014;7;0.251017699;(43.0815577, -93.2608184)
Cherokee;2014;7;0.100692256;(42.7356226, -95.6238055)
Chickasaw;2014;7;0.048166517;(43.0600414, -92.3176637)
Clarke;2014;7;0.106405129;(41.0290323, -93.7851579)
Clay;2014;7;0.165191316;(43.0825804, -95.1509194)
Clayton;2014;7;0.080560716;(42.8447493, -91.3414328)
Clinton;2014;7;0.131698968;(41.8980358, -90.5319724)
Crawford;2014;7;0.117512087;(42.0372125, -95.3819678)
Dallas;2014;7;0.086946461;(41.6848862, -94.0397374)
Davis;2014;7;0.024680219;(40.7476891, -92.4097173)
Decatur;2014;7;0.032186585;(40.7376827, -93.7862815)
Delaware;2014;7;0.096197191;(42.471211, -91.3673502)
Des Moines;2014;7;0.118817572;(40.9231829, -91.1814707)
Dickinson;2014;7;0.592518122;(43.3779848, -95.1508301)
Dubuque;2014;7;0.142615965;(42.468832, -90.8824564)
Emmet;2014;7;0.099706904;(43.3780225, -94.6784803)
Fayette;2014;7;0.108939528;(42.8625919, -91.8443207)
Floyd;2014;7;0.109359735;(43.0599208, -92.7890033)
Franklin;2014;7;0.082809624;(42.7325458, -93.262473)
Greene;2014;7;0.066423486;(42.0362394, -94.3968356)
Grundy;2014;7;0.053560362;(42.4018651, -92.7914177)
Guthrie;2014;7;0.061368786;(41.6837548, -94.501055)
Hamilton;2014;7;0.087768432;(42.3837722, -93.7068085)
Hancock;2014;7;0.063644106;(43.0818861, -93.7342723)
Hardin;2014;7;0.163547065;(42.3838803, -93.2404025)
Harrison;2014;7;0.047648749;(41.6828528, -95.8169209)
Henry;2014;7;0.064106458;(40.9879383, -91.5445241)
Howard;2014;7;0.160955945;(43.3567673, -92.3171989)
Humboldt;2014;7;0.107150873;(42.7764686, -94.2071868)
Ida;2014;7;0.120364419;(42.3868747, -95.5134962)
Iowa;2014;7;0.172680848;(41.6863229, -92.065524)
Jackson;2014;7;0.103936773;(42.1717426, -90.5742294)
Jasper;2014;7;0.07816409;(41.6860394, -93.053765)
Jefferson;2014;7;0.069763748;(41.0317596, -91.9488774)
Johnson;2014;7;0.153119704;(41.6715511, -91.5880849)
Jones;2014;7;0.105399766;(42.1212397, -91.1314352)
Keokuk;2014;7;0.028815406;(41.336465, -92.1786426)
Kossuth;2014;7;0.264080011;(43.20413, -94.2067199)
Lee;2014;7;0.140249344;(40.6419764, -91.479264)
Linn;2014;7;0.164678888;(42.0789478, -91.5989646)
Louisa;2014;7;0.034731403;(41.2185073, -91.2596184)
Lucas;2014;7;0.081144481;(41.0293738, -93.3277207)
Lyon;2014;7;0.104176566;(43.380497, -96.2102924)
Madison;2014;7;0.056631633;(41.3307142, -94.0155619)
Mahaska;2014;7;0.071981031;(41.3352035, -92.6409094)
Marion;2014;7;0.112829826;(41.3344515, -93.0994367)
Marshall;2014;7;0.085414044;(42.0358499, -92.9987706)
Mills;2014;7;0.055656032;(41.0334523, -95.6213267)
Mitchell;2014;7;0.080842607;(43.3564124, -92.7890315)
Monona;2014;7;0.118766584;(42.0516663, -95.9599235)
Monroe;2014;7;0.067541787;(41.0297826, -92.8689877)
Montgomery;2014;7;0.092053382;(41.03014, -95.1563758)
Muscatine;2014;7;0.083450252;(41.4839221, -91.1127562)
O'Brien;2014;7;0.138753206;(43.0837527, -95.6248784)
Osceola;2014;7;0.06508431;(43.3785704, -95.6236852)
Page;2014;7;0.104815366;(40.7391444, -95.1501747)
Palo Alto;2014;7;0.170665716;(43.0820643, -94.6781371)
Plymouth;2014;7;0.096616861;(42.7378346, -96.2140431)
Pocahontas;2014;7;0.101413472;(42.7341351, -94.6787466)
Polk;2014;7;0.186747876;(41.6855048, -93.5735335)
Pottawattamie;2014;7;0.150011803;(41.3366123, -95.5423935)
Poweshiek;2014;7;0.120329008;(41.6864422, -92.5314684)
Ringgold;2014;7;0.054368071;(40.7352023, -94.2439719)
Sac;2014;7;0.133244427;(42.3862604, -95.1053946)
Scott;2014;7;0.174800898;(41.6370978, -90.6232428)
Shelby;2014;7;0.082620231;(41.6850926, -95.3102113)
Sioux;2014;7;0.052369091;(43.0826174, -96.1778827)
Story;2014;7;0.113956038;(42.0362415, -93.4650448)
Tama;2014;7;0.071521262;(42.0798117, -92.5325425)
Taylor;2014;7;0.03779364;(40.7374324, -94.6964148)
Union;2014;7;0.107029727;(41.0277304, -94.2423792)
Van Buren;2014;7;0.040255682;(40.7532294, -91.9499871)
Wapello;2014;7;0.121225199;(41.0305845, -92.4094499)
Warren;2014;7;0.076671963;(41.3343735, -93.5613594)
Washington;2014;7;0.088932189;(41.335591, -91.7178676)
Wayne;2014;7;0.022943207;(40.7394702, -93.3273639)
Webster;2014;7;0.101593866;(42.4279662, -94.1817881)
Winnebago;2014;7;0.157227018;(43.3775678, -93.7341955)
Winneshiek;2014;7;0.118336152;(43.2906746, -91.8437074)
Woodbury;2014;7;0.152296869;(42.3897169, -96.0447673)
Worth;2014;7;0.05181169;(43.3773984, -93.2608476)
Wright;2014;7;0.077267865;(42.7331189, -93.7351465)
Adair;2014;8;0.110490023;(41.3307464, -94.4709413)
Adams;2014;8;0.033071171;(41.0289839, -94.6991849)
Allamakee;2014;8;0.102932213;(43.2842838, -91.3780923)
Appanoose;2014;8;0.097772164;(40.7431635, -92.8686104)
Audubon;2014;8;0.061714335;(41.6845893, -94.9058222)
Benton;2014;8;0.048518143;(42.0801864, -92.0656912)
Black Hawk;2014;8;0.178025736;(42.4700957, -92.3088197)
Boone;2014;8;0.104694087;(42.0365493, -93.931671)
Bremer;2014;8;0.115830024;(42.7745873, -92.3180548)
Buchanan;2014;8;0.095818784;(42.4707777, -91.8378392)
Buena Vista;2014;8;0.115982677;(42.7354936, -95.151149)
Butler;2014;8;0.040121674;(42.7315661, -92.7901934)
Calhoun;2014;8;0.060743978;(42.3851848, -94.6404136)
Carroll;2014;8;0.159309133;(42.0362382, -94.8605593)
Cass;2014;8;0.154042108;(41.3314876, -94.9278266)
Cedar;2014;8;0.04402937;(41.7723207, -91.1324125)
Cerro Gordo;2014;8;0.221614002;(43.0815577, -93.2608184)
Cherokee;2014;8;0.100088121;(42.7356226, -95.6238055)
Chickasaw;2014;8;0.056480105;(43.0600414, -92.3176637)
Clarke;2014;8;0.085658552;(41.0290323, -93.7851579)
Clay;2014;8;0.165475714;(43.0825804, -95.1509194)
Clayton;2014;8;0.083042279;(42.8447493, -91.3414328)
Clinton;2014;8;0.107716052;(41.8980358, -90.5319724)
Crawford;2014;8;0.084403798;(42.0372125, -95.3819678)
Dallas;2014;8;0.089368175;(41.6848862, -94.0397374)
Davis;2014;8;0.017959114;(40.7476891, -92.4097173)
Decatur;2014;8;0.025836585;(40.7376827, -93.7862815)
Delaware;2014;8;0.078997352;(42.471211, -91.3673502)
Des Moines;2014;8;0.14167835;(40.9231829, -91.1814707)
Dickinson;2014;8;0.448304219;(43.3779848, -95.1508301)
Dubuque;2014;8;0.113961601;(42.468832, -90.8824564)
Emmet;2014;8;0.115168505;(43.3780225, -94.6784803)
Fayette;2014;8;0.087047943;(42.8625919, -91.8443207)
Floyd;2014;8;0.094423762;(43.0599208, -92.7890033)
Franklin;2014;8;0.078786426;(42.7325458, -93.262473)
Fremont;2014;8;0.003495449;(40.7455892, -95.6046765)
Greene;2014;8;0.06929346;(42.0362394, -94.3968356)
Grundy;2014;8;0.049569077;(42.4018651, -92.7914177)
Guthrie;2014;8;0.046843928;(41.6837548, -94.501055)
Hamilton;2014;8;0.068894073;(42.3837722, -93.7068085)
Hancock;2014;8;0.049721845;(43.0818861, -93.7342723)
Hardin;2014;8;0.160311075;(42.3838803, -93.2404025)
Harrison;2014;8;0.058799495;(41.6828528, -95.8169209)
Henry;2014;8;0.094778507;(40.9879383, -91.5445241)
Howard;2014;8;0.140605218;(43.3567673, -92.3171989)
Humboldt;2014;8;0.084322527;(42.7764686, -94.2071868)
Ida;2014;8;0.09335868;(42.3868747, -95.5134962)
Iowa;2014;8;0.162523296;(41.6863229, -92.065524)
Jackson;2014;8;0.126281536;(42.1717426, -90.5742294)
Jasper;2014;8;0.085668023;(41.6860394, -93.053765)
Jefferson;2014;8;0.068476234;(41.0317596, -91.9488774)
Johnson;2014;8;0.168551935;(41.6715511, -91.5880849)
Jones;2014;8;0.100088729;(42.1212397, -91.1314352)
Keokuk;2014;8;0.031858588;(41.336465, -92.1786426)
Kossuth;2014;8;0.164600276;(43.20413, -94.2067199)
Lee;2014;8;0.172227833;(40.6419764, -91.479264)
Linn;2014;8;0.164708178;(42.0789478, -91.5989646)
Louisa;2014;8;0.035965256;(41.2185073, -91.2596184)
Lucas;2014;8;0.067018785;(41.0293738, -93.3277207)
Lyon;2014;8;0.089347064;(43.380497, -96.2102924)
Madison;2014;8;0.06845232;(41.3307142, -94.0155619)
Mahaska;2014;8;0.062772459;(41.3352035, -92.6409094)
Marion;2014;8;0.09183614;(41.3344515, -93.0994367)
Marshall;2014;8;0.085268244;(42.0358499, -92.9987706)
Mills;2014;8;0.047966538;(41.0334523, -95.6213267)
Mitchell;2014;8;0.071316749;(43.3564124, -92.7890315)
Monona;2014;8;0.096045649;(42.0516663, -95.9599235)
Monroe;2014;8;0.062854091;(41.0297826, -92.8689877)
Montgomery;2014;8;0.082169975;(41.03014, -95.1563758)
Muscatine;2014;8;0.116518073;(41.4839221, -91.1127562)
O'Brien;2014;8;0.136726988;(43.0837527, -95.6248784)
Osceola;2014;8;0.071933515;(43.3785704, -95.6236852)
Page;2014;8;0.111272069;(40.7391444, -95.1501747)
Palo Alto;2014;8;0.111362141;(43.0820643, -94.6781371)
Plymouth;2014;8;0.076887577;(42.7378346, -96.2140431)
Pocahontas;2014;8;0.095655299;(42.7341351, -94.6787466)
Polk;2014;8;0.179985879;(41.6855048, -93.5735335)
Pottawattamie;2014;8;0.14056213;(41.3366123, -95.5423935)
Poweshiek;2014;8;0.121855581;(41.6864422, -92.5314684)
Ringgold;2014;8;0.043579923;(40.7352023, -94.2439719)
Sac;2014;8;0.094812898;(42.3862604, -95.1053946)
Scott;2014;8;0.159809839;(41.6370978, -90.6232428)
Shelby;2014;8;0.098045144;(41.6850926, -95.3102113)
Sioux;2014;8;0.052380374;(43.0826174, -96.1778827)
Story;2014;8;0.153803588;(42.0362415, -93.4650448)
Tama;2014;8;0.049501964;(42.0798117, -92.5325425)
Taylor;2014;8;0.014458144;(40.7374324, -94.6964148)
Union;2014;8;0.099622671;(41.0277304, -94.2423792)
Van Buren;2014;8;0.039291126;(40.7532294, -91.9499871)
Wapello;2014;8;0.108844893;(41.0305845, -92.4094499)
Warren;2014;8;0.065104955;(41.3343735, -93.5613594)
Washington;2014;8;0.084159513;(41.335591, -91.7178676)
Wayne;2014;8;0.017453718;(40.7394702, -93.3273639)
Webster;2014;8;0.108823768;(42.4279662, -94.1817881)
Winnebago;2014;8;0.100467698;(43.3775678, -93.7341955)
Winneshiek;2014;8;0.0826811;(43.2906746, -91.8437074)
Woodbury;2014;8;0.129479648;(42.3897169, -96.0447673)
Worth;2014;8;0.058135414;(43.3773984, -93.2608476)
Wright;2014;8;0.069052085;(42.7331189, -93.7351465)
Adair;2014;9;0.096059454;(41.3307464, -94.4709413)
Adams;2014;9;0.045796802;(41.0289839, -94.6991849)
Allamakee;2014;9;0.082410282;(43.2842838, -91.3780923)
Appanoose;2014;9;0.102133102;(40.7431635, -92.8686104)
Audubon;2014;9;0.040429884;(41.6845893, -94.9058222)
Benton;2014;9;0.060863051;(42.0801864, -92.0656912)
Black Hawk;2014;9;0.177967744;(42.4700957, -92.3088197)
Boone;2014;9;0.100347386;(42.0365493, -93.931671)
Bremer;2014;9;0.140157251;(42.7745873, -92.3180548)
Buchanan;2014;9;0.116237048;(42.4707777, -91.8378392)
Buena Vista;2014;9;0.123355068;(42.7354936, -95.151149)
Butler;2014;9;0.037858002;(42.7315661, -92.7901934)
Calhoun;2014;9;0.06270251;(42.3851848, -94.6404136)
Carroll;2014;9;0.197213115;(42.0362382, -94.8605593)
Cass;2014;9;0.116304315;(41.3314876, -94.9278266)
Cedar;2014;9;0.043487826;(41.7723207, -91.1324125)
Cerro Gordo;2014;9;0.179218135;(43.0815577, -93.2608184)
Cherokee;2014;9;0.102705474;(42.7356226, -95.6238055)
Chickasaw;2014;9;0.059165782;(43.0600414, -92.3176637)
Clarke;2014;9;0.076325799;(41.0290323, -93.7851579)
Clay;2014;9;0.179194712;(43.0825804, -95.1509194)
Clayton;2014;9;0.06972302;(42.8447493, -91.3414328)
Clinton;2014;9;0.101126519;(41.8980358, -90.5319724)
Crawford;2014;9;0.082584027;(42.0372125, -95.3819678)
Dallas;2014;9;0.096105016;(41.6848862, -94.0397374)
Davis;2014;9;0.018158977;(40.7476891, -92.4097173)
Decatur;2014;9;0.029006098;(40.7376827, -93.7862815)
Delaware;2014;9;0.089637965;(42.471211, -91.3673502)
Des Moines;2014;9;0.126491132;(40.9231829, -91.1814707)
Dickinson;2014;9;0.36409388;(43.3779848, -95.1508301)
Dubuque;2014;9;0.132108435;(42.468832, -90.8824564)
Emmet;2014;9;0.131808619;(43.3780225, -94.6784803)
Fayette;2014;9;0.100618033;(42.8625919, -91.8443207)
Floyd;2014;9;0.135443813;(43.0599208, -92.7890033)
Franklin;2014;9;0.072222968;(42.7325458, -93.262473)
Fremont;2014;9;0.004172355;(40.7455892, -95.6046765)
Greene;2014;9;0.054976449;(42.0362394, -94.3968356)
Grundy;2014;9;0.039811168;(42.4018651, -92.7914177)
Guthrie;2014;9;0.045406797;(41.6837548, -94.501055)
Hamilton;2014;9;0.11132409;(42.3837722, -93.7068085)
Hancock;2014;9;0.049907584;(43.0818861, -93.7342723)
Hardin;2014;9;0.203752525;(42.3838803, -93.2404025)
Harrison;2014;9;0.052466185;(41.6828528, -95.8169209)
Henry;2014;9;0.077483855;(40.9879383, -91.5445241)
Howard;2014;9;0.143250642;(43.3567673, -92.3171989)
Humboldt;2014;9;0.156949293;(42.7764686, -94.2071868)
Ida;2014;9;0.099578192;(42.3868747, -95.5134962)
Iowa;2014;9;0.14898541;(41.6863229, -92.065524)
Jackson;2014;9;0.083817321;(42.1717426, -90.5742294)
Jasper;2014;9;0.076036344;(41.6860394, -93.053765)
Jefferson;2014;9;0.079270333;(41.0317596, -91.9488774)
Johnson;2014;9;0.177519775;(41.6715511, -91.5880849)
Jones;2014;9;0.092150449;(42.1212397, -91.1314352)
Keokuk;2014;9;0.026347987;(41.336465, -92.1786426)
Kossuth;2014;9;0.153985417;(43.20413, -94.2067199)
Lee;2014;9;0.125086728;(40.6419764, -91.479264)
Linn;2014;9;0.174268597;(42.0789478, -91.5989646)
Louisa;2014;9;0.040499777;(41.2185073, -91.2596184)
Lucas;2014;9;0.105114796;(41.0293738, -93.3277207)
Lyon;2014;9;0.103876592;(43.380497, -96.2102924)
Madison;2014;9;0.07121251;(41.3307142, -94.0155619)
Mahaska;2014;9;0.069332946;(41.3352035, -92.6409094)
Marion;2014;9;0.105737823;(41.3344515, -93.0994367)
Marshall;2014;9;0.124922059;(42.0358499, -92.9987706)
Mills;2014;9;0.057638014;(41.0334523, -95.6213267)
Mitchell;2014;9;0.099937342;(43.3564124, -92.7890315)
Monona;2014;9;0.080744322;(42.0516663, -95.9599235)
Monroe;2014;9;0.080722634;(41.0297826, -92.8689877)
Montgomery;2014;9;0.137471574;(41.03014, -95.1563758)
Muscatine;2014;9;0.101362959;(41.4839221, -91.1127562)
O'Brien;2014;9;0.170509404;(43.0837527, -95.6248784)
Osceola;2014;9;0.066715915;(43.3785704, -95.6236852)
Page;2014;9;0.128510638;(40.7391444, -95.1501747)
Palo Alto;2014;9;0.141532134;(43.0820643, -94.6781371)
Plymouth;2014;9;0.136129654;(42.7378346, -96.2140431)
Pocahontas;2014;9;0.079246054;(42.7341351, -94.6787466)
Polk;2014;9;0.190856628;(41.6855048, -93.5735335)
Pottawattamie;2014;9;0.183285228;(41.3366123, -95.5423935)
Poweshiek;2014;9;0.137345862;(41.6864422, -92.5314684)
Ringgold;2014;9;0.066585366;(40.7352023, -94.2439719)
Sac;2014;9;0.078887341;(42.3862604, -95.1053946)
Scott;2014;9;0.160431515;(41.6370978, -90.6232428)
Shelby;2014;9;0.199091215;(41.6850926, -95.3102113)
Sioux;2014;9;0.089440491;(43.0826174, -96.1778827)
Story;2014;9;0.14502025;(42.0362415, -93.4650448)
Tama;2014;9;0.065217241;(42.0798117, -92.5325425)
Taylor;2014;9;0.040853342;(40.7374324, -94.6964148)
Union;2014;9;0.146604043;(41.0277304, -94.2423792)
Van Buren;2014;9;0.053959686;(40.7532294, -91.9499871)
Wapello;2014;9;0.112654457;(41.0305845, -92.4094499)
Warren;2014;9;0.079823124;(41.3343735, -93.5613594)
Washington;2014;9;0.099626198;(41.335591, -91.7178676)
Wayne;2014;9;0.012913398;(40.7394702, -93.3273639)
Webster;2014;9;0.152367583;(42.4279662, -94.1817881)
Winnebago;2014;9;0.110925908;(43.3775678, -93.7341955)
Winneshiek;2014;9;0.110058474;(43.2906746, -91.8437074)
Woodbury;2014;9;0.128677789;(42.3897169, -96.0447673)
Worth;2014;9;0.048319228;(43.3773984, -93.2608476)
Wright;2014;9;0.084564409;(42.7331189, -93.7351465)
Adair;2014;10;0.083018868;(41.3307464, -94.4709413)
Adams;2014;10;0.035807117;(41.0289839, -94.6991849)
Allamakee;2014;10;0.137492167;(43.2842838, -91.3780923)
Appanoose;2014;10;0.128942133;(40.7431635, -92.8686104)
Audubon;2014;10;0.068270064;(41.6845893, -94.9058222)
Benton;2014;10;0.05786149;(42.0801864, -92.0656912)
Black Hawk;2014;10;0.209344892;(42.4700957, -92.3088197)
Boone;2014;10;0.167718971;(42.0365493, -93.931671)
Bremer;2014;10;0.155335171;(42.7745873, -92.3180548)
Buchanan;2014;10;0.113756328;(42.4707777, -91.8378392)
Buena Vista;2014;10;0.181300667;(42.7354936, -95.151149)
Butler;2014;10;0.033862147;(42.7315661, -92.7901934)
Calhoun;2014;10;0.067838195;(42.3851848, -94.6404136)
Carroll;2014;10;0.231102654;(42.0362382, -94.8605593)
Cass;2014;10;0.131908317;(41.3314876, -94.9278266)
Cedar;2014;10;0.064839502;(41.7723207, -91.1324125)
Cerro Gordo;2014;10;0.265414447;(43.0815577, -93.2608184)
Cherokee;2014;10;0.164819522;(42.7356226, -95.6238055)
Chickasaw;2014;10;0.047141923;(43.0600414, -92.3176637)
Clarke;2014;10;0.189955444;(41.0290323, -93.7851579)
Clay;2014;10;0.167179067;(43.0825804, -95.1509194)
Clayton;2014;10;0.066314249;(42.8447493, -91.3414328)
Clinton;2014;10;0.15513408;(41.8980358, -90.5319724)
Crawford;2014;10;0.248173239;(42.0372125, -95.3819678)
Dallas;2014;10;0.141453931;(41.6848862, -94.0397374)
Davis;2014;10;0.021256281;(40.7476891, -92.4097173)
Decatur;2014;10;0.045981707;(40.7376827, -93.7862815)
Delaware;2014;10;0.079822724;(42.471211, -91.3673502)
Des Moines;2014;10;0.134835732;(40.9231829, -91.1814707)
Dickinson;2014;10;0.250139632;(43.3779848, -95.1508301)
Dubuque;2014;10;0.164986723;(42.468832, -90.8824564)
Emmet;2014;10;0.124825368;(43.3780225, -94.6784803)
Fayette;2014;10;0.130001973;(42.8625919, -91.8443207)
Floyd;2014;10;0.112512337;(43.0599208, -92.7890033)
Franklin;2014;10;0.109040452;(42.7325458, -93.262473)
Fremont;2014;10;0.003722981;(40.7455892, -95.6046765)
Greene;2014;10;0.108206813;(42.0362394, -94.3968356)
Grundy;2014;10;0.036438832;(42.4018651, -92.7914177)
Guthrie;2014;10;0.039298755;(41.6837548, -94.501055)
Hamilton;2014;10;0.115672887;(42.3837722, -93.7068085)
Hancock;2014;10;0.060487451;(43.0818861, -93.7342723)
Hardin;2014;10;0.170833381;(42.3838803, -93.2404025)
Harrison;2014;10;0.045660523;(41.6828528, -95.8169209)
Henry;2014;10;0.106180121;(40.9879383, -91.5445241)
Howard;2014;10;0.180510051;(43.3567673, -92.3171989)
Humboldt;2014;10;0.161845387;(42.7764686, -94.2071868)
Ida;2014;10;0.12204878;(42.3868747, -95.5134962)
Iowa;2014;10;0.181310078;(41.6863229, -92.065524)
Jackson;2014;10;0.090079292;(42.1717426, -90.5742294)
Jasper;2014;10;0.086151071;(41.6860394, -93.053765)
Jefferson;2014;10;0.065055107;(41.0317596, -91.9488774)
Johnson;2014;10;0.215448417;(41.6715511, -91.5880849)
Jones;2014;10;0.090077516;(42.1212397, -91.1314352)
Keokuk;2014;10;0.027203851;(41.336465, -92.1786426)
Kossuth;2014;10;0.267672601;(43.20413, -94.2067199)
Lee;2014;10;0.16644899;(40.6419764, -91.479264)
Linn;2014;10;0.189851346;(42.0789478, -91.5989646)
Louisa;2014;10;0.029002227;(41.2185073, -91.2596184)
Lucas;2014;10;0.114471243;(41.0293738, -93.3277207)
Lyon;2014;10;0.09908213;(43.380497, -96.2102924)
Madison;2014;10;0.06497757;(41.3307142, -94.0155619)
Mahaska;2014;10;0.11205485;(41.3352035, -92.6409094)
Marion;2014;10;0.133130788;(41.3344515, -93.0994367)
Marshall;2014;10;0.118497;(42.0358499, -92.9987706)
Mills;2014;10;0.048608007;(41.0334523, -95.6213267)
Mitchell;2014;10;0.057303844;(43.3564124, -92.7890315)
Monona;2014;10;0.112711941;(42.0516663, -95.9599235)
Monroe;2014;10;0.066214654;(41.0297826, -92.8689877)
Montgomery;2014;10;0.103851416;(41.03014, -95.1563758)
Muscatine;2014;10;0.141119573;(41.4839221, -91.1127562)
O'Brien;2014;10;0.174836136;(43.0837527, -95.6248784)
Osceola;2014;10;0.044628232;(43.3785704, -95.6236852)
Page;2014;10;0.194848994;(40.7391444, -95.1501747)
Palo Alto;2014;10;0.093069752;(43.0820643, -94.6781371)
Plymouth;2014;10;0.103042937;(42.7378346, -96.2140431)
Pocahontas;2014;10;0.118276494;(42.7341351, -94.6787466)
Polk;2014;10;0.216783353;(41.6855048, -93.5735335)
Pottawattamie;2014;10;0.169338298;(41.3366123, -95.5423935)
Poweshiek;2014;10;0.128675354;(41.6864422, -92.5314684)
Ringgold;2014;10;0.053817779;(40.7352023, -94.2439719)
Sac;2014;10;0.106368432;(42.3862604, -95.1053946)
Scott;2014;10;0.192398813;(41.6370978, -90.6232428)
Shelby;2014;10;0.157099301;(41.6850926, -95.3102113)
Sioux;2014;10;0.086029624;(43.0826174, -96.1778827)
Story;2014;10;0.194532473;(42.0362415, -93.4650448)
Tama;2014;10;0.057469956;(42.0798117, -92.5325425)
Taylor;2014;10;0.029584685;(40.7374324, -94.6964148)
Union;2014;10;0.114718193;(41.0277304, -94.2423792)
Van Buren;2014;10;0.038727002;(40.7532294, -91.9499871)
Wapello;2014;10;0.149691934;(41.0305845, -92.4094499)
Warren;2014;10;0.075952958;(41.3343735, -93.5613594)
Washington;2014;10;0.091065086;(41.335591, -91.7178676)
Wayne;2014;10;0.010898965;(40.7394702, -93.3273639)
Webster;2014;10;0.148978457;(42.4279662, -94.1817881)
Winnebago;2014;10;0.136770705;(43.3775678, -93.7341955)
Winneshiek;2014;10;0.135369449;(43.2906746, -91.8437074)
Woodbury;2014;10;0.15765362;(42.3897169, -96.0447673)
Worth;2014;10;0.070728643;(43.3773984, -93.2608476)
Wright;2014;10;0.074203999;(42.7331189, -93.7351465)
Adair;2014;11;0.100738428;(41.3307464, -94.4709413)
Adams;2014;11;0.03813048;(41.0289839, -94.6991849)
Allamakee;2014;11;0.095611649;(43.2842838, -91.3780923)
Appanoose;2014;11;0.084737507;(40.7431635, -92.8686104)
Audubon;2014;11;0.040979373;(41.6845893, -94.9058222)
Benton;2014;11;0.046956691;(42.0801864, -92.0656912)
Black Hawk;2014;11;0.160721438;(42.4700957, -92.3088197)
Boone;2014;11;0.103578875;(42.0365493, -93.931671)
Bremer;2014;11;0.10973616;(42.7745873, -92.3180548)
Buchanan;2014;11;0.087586468;(42.4707777, -91.8378392)
Buena Vista;2014;11;0.13136587;(42.7354936, -95.151149)
Butler;2014;11;0.035243348;(42.7315661, -92.7901934)
Calhoun;2014;11;0.044299217;(42.3851848, -94.6404136)
Carroll;2014;11;0.156311963;(42.0362382, -94.8605593)
Cass;2014;11;0.145915335;(41.3314876, -94.9278266)
Cedar;2014;11;0.041465225;(41.7723207, -91.1324125)
Cerro Gordo;2014;11;0.177089144;(43.0815577, -93.2608184)
Cherokee;2014;11;0.080812574;(42.7356226, -95.6238055)
Chickasaw;2014;11;0.06250429;(43.0600414, -92.3176637)
Clarke;2014;11;0.103477505;(41.0290323, -93.7851579)
Clay;2014;11;0.163130799;(43.0825804, -95.1509194)
Clayton;2014;11;0.052988797;(42.8447493, -91.3414328)
Clinton;2014;11;0.095660791;(41.8980358, -90.5319724)
Crawford;2014;11;0.092127337;(42.0372125, -95.3819678)
Dallas;2014;11;0.106502984;(41.6848862, -94.0397374)
Davis;2014;11;0.026650297;(40.7476891, -92.4097173)
Decatur;2014;11;0.037314634;(40.7376827, -93.7862815)
Delaware;2014;11;0.061158628;(42.471211, -91.3673502)
Des Moines;2014;11;0.116686956;(40.9231829, -91.1814707)
Dickinson;2014;11;0.214178253;(43.3779848, -95.1508301)
Dubuque;2014;11;0.110264812;(42.468832, -90.8824564)
Emmet;2014;11;0.110702614;(43.3780225, -94.6784803)
Fayette;2014;11;0.084030778;(42.8625919, -91.8443207)
Floyd;2014;11;0.098222875;(43.0599208, -92.7890033)
Franklin;2014;11;0.081393788;(42.7325458, -93.262473)
Fremont;2014;11;0.006090728;(40.7455892, -95.6046765)
Greene;2014;11;0.045301786;(42.0362394, -94.3968356)
Grundy;2014;11;0.036442866;(42.4018651, -92.7914177)
Guthrie;2014;11;0.036439472;(41.6837548, -94.501055)
Hamilton;2014;11;0.085310816;(42.3837722, -93.7068085)
Hancock;2014;11;0.051883664;(43.0818861, -93.7342723)
Hardin;2014;11;0.147045074;(42.3838803, -93.2404025)
Harrison;2014;11;0.064652043;(41.6828528, -95.8169209)
Henry;2014;11;0.070407164;(40.9879383, -91.5445241)
Howard;2014;11;0.107646493;(43.3567673, -92.3171989)
Humboldt;2014;11;0.091166874;(42.7764686, -94.2071868)
Ida;2014;11;0.101440459;(42.3868747, -95.5134962)
Iowa;2014;11;0.161131069;(41.6863229, -92.065524)
Jackson;2014;11;0.104263207;(42.1717426, -90.5742294)
Jasper;2014;11;0.070931109;(41.6860394, -93.053765)
Jefferson;2014;11;0.05013056;(41.0317596, -91.9488774)
Johnson;2014;11;0.158155454;(41.6715511, -91.5880849)
Jones;2014;11;0.07399571;(42.1212397, -91.1314352)
Keokuk;2014;11;0.024658627;(41.336465, -92.1786426)
Kossuth;2014;11;0.173329173;(43.20413, -94.2067199)
Lee;2014;11;0.126161417;(40.6419764, -91.479264)
Linn;2014;11;0.146659275;(42.0789478, -91.5989646)
Louisa;2014;11;0.03457461;(41.2185073, -91.2596184)
Lucas;2014;11;0.064283395;(41.0293738, -93.3277207)
Lyon;2014;11;0.092302367;(43.380497, -96.2102924)
Madison;2014;11;0.071603435;(41.3307142, -94.0155619)
Mahaska;2014;11;0.062150143;(41.3352035, -92.6409094)
Marion;2014;11;0.079397775;(41.3344515, -93.0994367)
Marshall;2014;11;0.081878934;(42.0358499, -92.9987706)
Mills;2014;11;0.042204836;(41.0334523, -95.6213267)
Mitchell;2014;11;0.055750491;(43.3564124, -92.7890315)
Monona;2014;11;0.093621543;(42.0516663, -95.9599235)
Monroe;2014;11;0.047335679;(41.0297826, -92.8689877)
Montgomery;2014;11;0.091000193;(41.03014, -95.1563758)
